Código do contrato,Nome do imóvel,Nome do proprietário,Bairro,Cidade,Estado,Número de inquilinos,Nome(s) do(s) inquilino(s),Número de proprietários/beneficiários,Nomes dos proprietários/beneficíarios,Valor do aluguel,Taxa de administração do contrato,Taxa de locação do contrato,Taxa de administração é valor fixo,Taxa de locação é valor fixo,Data de início do contrato,Data do fim do contrato,Valor de venda do imóvel,Data de recisão,Contrato ativo,Número de locações do imóvel,Data do último reajuste,Contrato suspenso,Gerente comercial,Tipo de imóvel,Tipo de contrato,Tempo de contrato,Tempo para fim do contrato,Valor taxa de administração,Valor taxa de locação
768/1,"Apartamento No Santa Amélia, Rua Belo Horizonte 800 ",Fiadteste Dois,Santa Amélia,Belford Roxo,RJ,1,['Alfa 1'],1,Fiadteste Dois,25000.0,10.0,25000.0,Não,Sim,2023-03-13,2025-09-12,0.0,,Sim,1,2023-03-13,Sim,,Apartamento,Residencial,179,735.0,2500.0,25000.0
754/1,"Casa No Jardim Capuavinha, Rua Latif Pires Miguel Filho 100 ",Fiadteste Dois,Jardim Capuavinha,Monte Mor,SP,1,['Adão Santos'],1,Fiadteste Dois,1200.0,0.0,0.0,Não,Não,2023-03-14,2025-09-13,500000.0,,Sim,1,2023-03-14,Sim,,Casa,Residencial,178,736.0,0.0,0.0
759/1,"Apartamento Triplex No Jardim Amanda Ii, Rua Aluízio Medeiros 10  A ",Melzinha Dona Da Grana,Jardim Amanda Ii,Hortolândia,SP,1,['Alfa 1'],1,Melzinha Dona Da Grana,1000.0,0.0,0.0,Não,Sim,2023-03-14,2025-09-13,,,Sim,1,2023-03-14,Sim,,Apartamento triplex,Residencial,178,736.0,0.0,0.0
753/1,"Casa No Teste, Teste 30 ",Adão Santos,Teste,Piracaia,SP,1,['Alexandre Santos'],1,Adão Santos,1073.8,10.0,0.0,Não,Sim,2023-03-15,2025-09-14,0.0,,Sim,1,2023-03-15,Sim,,Casa,Residencial,177,737.0,107.38,0.0
762/1,"Casa No Matadouro, Praça Coronel Jacinto Osório 10 ",Fiadteste Dois,Matadouro,Bragança Paulista,SP,1,['Ademir Soares'],1,Fiadteste Dois,1000.0,10.0,0.0,Não,Sim,2023-03-16,2025-09-15,0.0,,Sim,1,2023-03-16,Sim,,Casa,Residencial,176,738.0,100.0,0.0
767/1,"Casa No Santa Amélia, Rua Belo Horizonte 815 ",Fiadteste Dois,Santa Amélia,Belford Roxo,RJ,1,['Ademir Soares'],1,Fiadteste Dois,10000.0,10.0,10000.0,Não,Sim,2023-03-17,2025-09-16,0.0,,Sim,1,2023-03-17,Sim,,Casa,Residencial,175,739.0,1000.0,10000.0
766/1,"Casa No Santa Amélia, Rua Belo Horizonte 800 ",Fiadteste Dois,Santa Amélia,Belford Roxo,RJ,1,['Alexandre Santos'],1,Fiadteste Dois,5000.0,10.0,5000.0,Não,Sim,2023-03-17,2025-09-16,327000.0,,Sim,1,2023-03-17,Sim,,Casa,Residencial,175,739.0,500.0,5000.0
559/2,"Casa No Independência, Rua João Ginez Ramble 25 ",Guilherme Bonfim,Independência,São Bernardo Do Campo,SP,1,['Adão Santos'],1,Guilherme Bonfim,900.0,10.0,0.0,Não,Sim,2022-09-23,2025-09-22,,,Sim,2,2022-09-01,Sim,,Casa,Residencial,350,745.0,90.0,0.0
168/1,"Casa No Itapuã, Rua Belgrado 123 ",Santiaguito,Itapuã,Salvador,BA,1,['Ademir Soares'],1,Santiaguito,4031.87,10.0,0.0,Não,Sim,2020-06-01,2025-09-26,0.0,,Sim,1,2023-06-01,Sim,,Casa,Residencial,1194,749.0,403.187,0.0
19/2,"Casa No Canedos, Rua Cecio Rodolfo 25 ",Paolo,Canedos,Piracaia,SP,1,['Imobiliária terceira'],2,Paolo,6220.77,10.0,0.0,Não,Sim,2020-06-30,2025-09-26,0.0,,Sim,2,2023-06-01,Sim,,Casa,Residencial,1165,749.0,622.0770000000001,0.0
teste Treinamento/2,"Casa No Vila Manoel Ferreira, Praça Orazil Seixas 200 ",Teste Nayhara -Web,Vila Manoel Ferreira,Campinas,SP,1,['Blue Ivy'],1,Teste Nayhara -Web,1687.9,10.0,0.0,Não,Sim,2020-05-07,2025-09-27,0.0,,Sim,2,2021-06-01,Sim,,Casa,Residencial,1219,750.0,168.79000000000002,0.0
786/1,"Casa No Jardim Capuavinha, Rua Latif Pires Miguel Filho 212 ",Bruno Isaias N2,Jardim Capuavinha,Monte Mor,SP,1,['Sebastião Miano'],1,Bruno Isaias N2,2000.0,10.0,,Não,Não,2023-03-29,2025-09-28,1200000.0,,Sim,1,2023-03-29,Sim,,Casa,Residencial,163,751.0,200.0,
772/1,"Casa No Jardim Capuavinha, Rua Latif Pires Miguel Filho 122 ",Bruno Isaias N2,Jardim Capuavinha,Monte Mor,SP,1,['Mandelaum'],1,Bruno Isaias N2,10000.0,10.0,0.0,Não,Sim,2023-03-30,2025-09-29,,,Sim,1,2023-03-01,Sim,,Casa,Residencial,162,752.0,1000.0,0.0
819/1,"Casa No Novo Maranguape Ii, Rua João Madeira Barros 12 ",Fiadteste Dois,Novo Maranguape Ii,Maranguape,CE,1,['Alexandre Santos'],1,Fiadteste Dois,1000.0,0.0,0.0,Não,Sim,2023-04-01,2025-09-30,,,Sim,1,2023-04-01,Sim,,Casa,Residencial,160,753.0,0.0,0.0
813/1,"Casa Assobradada No Vila Maria, Teste 43  43 ",Claudião,Vila Maria,Mogi Guaçu,SP,1,['Alfa 1'],2,Claudião,10000.0,10.0,0.0,Não,Sim,2023-04-01,2025-09-30,,,Sim,1,2023-04-01,Sim,,Casa assombrada,Residencial,160,753.0,1000.0,0.0
797/2,"Casa No Jardim Estoril, Rua Waldemar Cardoso Teixeira 226 ",Mayane Costa,Jardim Estoril,Campinas,SP,1,['Ademir Soares'],2,Mayane Costa,1200.0,0.0,0.0,Não,Sim,2023-04-01,2025-09-30,,,Sim,2,2023-04-01,Sim,,Casa,Residencial,160,753.0,0.0,0.0
793/1,"Chácara No Pontezinha, Rua Vereador Alderico Marques 10 ",Teste Despesas Gui,Pontezinha,Cabo De Santo Agostinho,PE,1,['Teste 2 despesas gui'],1,Teste Despesas Gui,15000.0,10.0,0.0,Não,Não,2023-04-01,2025-09-30,0.0,,Sim,1,2023-04-01,Sim,,Chácara,Comercial,160,753.0,1500.0,0.0
128/2,"Sobrado No São Martins, Rua Dos Cristais 10 ",Teste Locatario - Proprietario,São Martins,Piracaia,SP,2,"['Alexandre Santos', 'Ademir Soares']",2,Teste Locatario - Proprietario,1451.63,100.0,0.0,Não,Sim,2023-04-05,2025-10-04,0.0,,Sim,2,2023-04-05,Sim,,Sobrado,Residencial,156,757.0,1451.63,0.0
824/1,"Andar Corporativo No Botafogo, Rua Falcão Filho 366 ",Marli Sandra Aragão,Botafogo,Campinas,SP,1,['Adão Santos'],2,Marli Sandra Aragão,3000.0,10.0,0.0,Não,Sim,2023-04-11,2025-10-10,0.0,,Sim,1,2023-04-01,Não,,Andar corporativo,Residencial,150,763.0,300.0,0.0
782/1,"Casa No Brasil Novo, Rua Fernando De Noronha 10 ",Teste Conta Corrente 1,Brasil Novo,Macapá,AP,1,['Adão Santos'],1,Teste Conta Corrente 1,1000.0,10.0,0.0,Não,Sim,2023-04-18,2025-10-17,,,Sim,1,2023-04-18,Sim,,Casa,Residencial,143,770.0,100.0,0.0
417/2,"Apartamento No Residencial Parque Rochele Ii, Rua Ângelo Coggo 3 ",Superteste,Residencial Parque Rochele Ii,Santa Bárbara D'Oeste,SP,1,['Ademir Soares'],1,Superteste,1000.0,10.0,0.0,Não,Sim,2023-04-18,2025-10-17,0.0,,Sim,2,2023-04-18,Sim,,Apartamento,Residencial,143,770.0,100.0,0.0
781/1,"Casa No Botafogo, Rua Falcão Filho 345 ",Fiadteste Dois,Botafogo,Campinas,SP,1,['Ademir Soares'],1,Fiadteste Dois,1330.0,0.0,0.0,Não,Sim,2023-04-20,2025-10-19,,,Sim,1,2023-04-20,Sim,,Casa,Residencial,141,772.0,0.0,0.0
789/1,"Casa No Jardim Amanda Ii, Rua Aluízio Medeiros 10 ",Melzinha Dona Da Grana,Jardim Amanda Ii,Hortolândia,SP,1,['teste relatório Gui'],1,Melzinha Dona Da Grana,1000.0,10.0,0.0,Não,Sim,2023-04-25,2025-10-24,,,Sim,1,2023-04-25,Sim,,Casa,Residencial,136,777.0,100.0,0.0
151/2,"Casa No Vila Manoel Ferreira, Praça Orazil Seixas 202 ",Paolo,Vila Manoel Ferreira,Campinas,SP,1,['Adão Santos'],1,Paolo,6175.47,0.0,0.0,Sim,Sim,2023-04-26,2025-10-25,0.0,,Sim,2,2023-04-01,Sim,,Casa,Residencial,135,778.0,0.0,0.0
822/2,"Casa No Jardim Chapadão, Rua Reinaldo Laubenstein 69 ",Lucas Silva Rocha,Jardim Chapadão,Campinas,SP,1,['Alexandre Santos'],1,Lucas Silva Rocha,1000.0,4.0,0.0,Não,Sim,2020-10-30,2025-10-29,,,Sim,2,2022-10-01,Não,,Casa,Residencial,1043,782.0,40.0,0.0
841/1,"Sala Comercial No Centro, Rua Uruguaiana 20001 ",Proprietário 1,Centro,Rio De Janeiro,RJ,1,['Carolina e Tereza Casa Noturna Ltda'],3,Proprietário 1,29000.0,10.0,0.0,Não,Não,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Sim,,Sala comercial,Residencial,130,784.0,2900.0,0.0
uru2000/1,"Casa No Centro, Rua Uruguaiana 2000 ",Proprietário 1,Centro,Rio De Janeiro,RJ,1,['Márcia e Joaquim Buffet Ltda'],3,Proprietário 1,9000.0,10.0,0.0,Não,Não,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,130,784.0,900.0,0.0
838/1,"Casa No Cristo Rei, Rua Presidente Ricardo Jardim 10 ",Teste Relatório Despesas,Cristo Rei,Várzea Grande,MT,2,"['Adão Santos', 'Alexandre Santos']",1,Teste Relatório Despesas,1000.0,10.0,0.0,Não,Sim,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Não,,Casa,Residencial,130,784.0,100.0,0.0
uru10006/1,"Sala Comercial No Centro, Rua Uruguaiana 10006 ",Proprietário 1,Centro,Rio De Janeiro,RJ,1,['Alfa 1'],1,Proprietário 1,8000.0,10.0,0.0,Não,Sim,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Sim,,Sala comercial,Residencial,130,784.0,800.0,0.0
uru10005/1,"Sala Comercial No Centro, Rua Uruguaiana 10005 ",Proprietário 1,Centro,Rio De Janeiro,RJ,1,['Ademir Soares'],2,Proprietário 1,900.0,10.0,0.0,Não,Sim,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Sim,,Sala comercial,Residencial,130,784.0,90.0,0.0
uru10004/1,"Sala Comercial No Centro, Rua Uruguaiana 10004 ",Proprietário 1,Centro,Rio De Janeiro,RJ,1,['Alexandre Santos'],2,Proprietário 1,10000.0,10.0,0.0,Não,Sim,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Sim,,Sala comercial,Residencial,130,784.0,1000.0,0.0
uru10003/1,"Sala Comercial No Centro, Rua Uruguaiana 10003 ",Proprietário 1,Centro,Rio De Janeiro,RJ,1,['Ademir Soares'],2,Proprietário 1,10000.0,10.0,0.0,Não,Sim,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Sim,,Sala comercial,Residencial,130,784.0,1000.0,0.0
828/1,"Box/Garagem No Paraná, Rua Adil Mendonça 5 ",Teste Extrato,Paraná,Iguatu,CE,1,['Teste extrato agrupado locatário 2'],2,Teste Extrato,2000.0,10.0,0.0,Não,Não,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Não,,Box/Garagem,Residencial,130,784.0,200.0,0.0
827/1,"Box/Garagem No Eucaliptos, Rua Pitangueira 10 ",Teste Extrato,Eucaliptos,Fazenda Rio Grande,PR,1,['Teste repasse agrupado locatário'],2,Teste Extrato,1000.0,10.0,0.0,Não,Não,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Não,,Box/Garagem,Residencial,130,784.0,100.0,0.0
815/1,"Casa No Centro, Rua Endereço 11 ",Proprietária Maria,Centro,Londrina,PR,1,['Mel'],1,Proprietária Maria,1000.0,10.0,0.0,Não,Não,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,130,784.0,100.0,0.0
808/1,"Sala Comercial No Jardim Planalto, Rua Manoel De Souza 563 ",Santiaguito,Jardim Planalto,Paulínia,SP,1,['Adão Santos'],1,Santiaguito,830.0,10.0,1600.0,Não,Sim,2023-05-01,2025-10-31,0.0,,Sim,1,2023-05-01,Sim,,Sala comercial,Residencial,130,784.0,83.0,1600.0
uru10001/1,"Casa No Centro, Rua Uruguaiana 10001 ",Prop1,Centro,Rio De Janeiro,RJ,1,['Adão Santos'],2,Prop1,8000.0,10.0,0.0,Não,Não,2023-05-01,2025-10-31,0.0,,Sim,1,2023-05-01,Sim,,Casa,Residencial,130,784.0,800.0,0.0
790/1,"Casa No Jardim Chapadão, Rua Reinaldo Laubenstein 450 ",Joana Dark,Jardim Chapadão,Campinas,SP,1,['Alfa 1'],1,Joana Dark,500.0,10.0,5.0,Não,Sim,2023-05-01,2025-10-31,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,130,784.0,50.0,5.0
37/4,"Apartamento No Vila Fortuna, Rua Brodósqui 98 ",Carlos Alberto De Nóbrega Praça,Vila Fortuna,Campinas,SP,1,['Imobiliária terceira'],1,Carlos Alberto De Nóbrega Praça,1087.14,10.0,0.0,Não,Sim,2020-09-02,2025-10-31,0.0,,Sim,4,2021-06-01,Sim,,Apartamento,Residencial,1101,784.0,108.71400000000001,0.0
795/2,"Casa No Jardim Capuavinha, Rua Latif Pires Miguel Filho 5 ",Bruno Isaias N2,Jardim Capuavinha,Monte Mor,SP,1,['Brunão empreendedor'],3,Bruno Isaias N2,11000.0,10.0,0.0,Não,Não,2023-05-04,2025-11-03,0.0,,Sim,2,2023-05-01,Sim,,Casa,Residencial,127,787.0,1100.0,0.0
147/2,"Casa No Parque Florely (Nova Veneza), Rua Rosalina Perão Codongo 20 ",Rodrigo Barros,Parque Florely (Nova Veneza),Sumaré,SP,1,['Will Smith'],2,Rodrigo Barros,2500.0,10.0,0.0,Não,Sim,2023-05-04,2025-11-03,,,Sim,2,2023-05-01,Sim,,Casa,Residencial,127,787.0,250.0,0.0
850/1,"Apartamento No Jardim Dos Oliveiras, Rua Tupã 98489489 ",Roronoa Zoro,Jardim Dos Oliveiras,Campinas,SP,1,['Tony Tony Chopper'],1,Roronoa Zoro,800.0,10.0,0.0,Não,Sim,2023-05-05,2025-11-04,0.0,,Sim,1,2023-05-01,Não,,Apartamento,Residencial,126,788.0,80.0,0.0
849/1,"Apartamento No Jardim Dos Oliveiras, Rua Pompeu Carvalho De Moura 415845 ",Luis Antonio,Jardim Dos Oliveiras,Campinas,SP,1,['Monkey D. Luffy'],1,Luis Antonio,800.0,10.0,0.0,Não,Sim,2023-05-05,2025-11-04,0.0,,Sim,1,2023-05-01,Sim,,Apartamento,Residencial,126,788.0,80.0,0.0
852/2,"Casa No Jardim Dos Oliveiras, Rua Tupã",Vinsmoke Sanji,Jardim Dos Oliveiras,Campinas,SP,1,['Jinbe O Cavaleiro do Mar'],1,Vinsmoke Sanji,1000.0,0.0,0.0,Não,Sim,2023-05-09,2025-11-08,,,Sim,2,2023-04-01,Sim,,Casa,Residencial,122,792.0,0.0,0.0
799/1,"Apartamento No Real Parque, Avenida Cabo Pedro Hoffman 320  320 ",Melzinha Dona Da Grana,Real Parque,Campinas,SP,1,['Ademir Soares'],1,Melzinha Dona Da Grana,60000.0,0.0,0.0,Não,Sim,2023-05-10,2025-11-09,,,Sim,1,2023-05-01,Sim,,Apartamento,Residencial,121,793.0,0.0,0.0
798/1,"Apartamento No Jardim Chapadão, Rua Reinaldo Laubenstein 560 ",Charles Ferreira,Jardim Chapadão,Campinas,SP,1,['Camila Bolws'],3,Charles Ferreira,1500.0,4.0,10.0,Não,Sim,2023-05-11,2025-11-10,,,Sim,1,2023-05-01,Sim,,Apartamento,Residencial,120,794.0,60.0,10.0
800/1,"Galpão No Matadouro, Rua Bragança 1515 ",Harry Styles,Matadouro,Bragança Paulista,SP,1,['Kaique e Lívia Entulhos Ltda'],2,Harry Styles,50000.0,10.0,0.0,Não,Sim,2023-05-12,2025-11-11,,,Sim,1,2023-05-01,Sim,,Galpão,Residencial,119,795.0,5000.0,0.0
797/2/1,"Casa No Jardim Estoril, Rua Waldemar Cardoso Teixeira 226 ",Rodrigo Barros,Jardim Estoril,Campinas,SP,1,['Bruna Leticia da Silva Dias'],1,Rodrigo Barros,1200.0,0.0,0.0,Não,Não,2023-05-19,2025-11-18,0.0,,Sim,1,2023-05-01,Sim,,Casa,Residencial,112,802.0,0.0,0.0
807/1,"Apartamento No Parque Ortolândia, Avenida Santana 300 ",Caitlyn Kiramman,Parque Ortolândia,Hortolândia,SP,1,['Ademir Soares'],1,Caitlyn Kiramman,2000.0,10.0,,Não,Não,2023-05-19,2025-11-18,0.0,,Sim,1,2023-05-01,Sim,,Apartamento,Residencial,112,802.0,200.0,
5/1,"Chácara No São Marcos, Travessa Santo Antônio De Pádua 14 ",Ingrid Teste,São Marcos,Salvador,BA,1,['Heneres'],1,Ingrid Teste,10000.0,10.0,0.0,Não,Não,2023-05-19,2025-11-18,0.0,,Sim,1,2023-05-01,Sim,,Chácara,Residencial,112,802.0,1000.0,0.0
802/1,"Casa No Jardim Chapadão, Avenida Marechal Rondon 256 ",Lebron Junior,Jardim Chapadão,Campinas,SP,1,['Ademir Soares'],1,Lebron Junior,1200.0,0.0,0.0,Não,Sim,2023-05-19,2025-11-18,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,112,802.0,0.0,0.0
75/3,"Apartamento No Jardim Turim, Rua Movimento Jovem 146  Sobrado ",Edileusa,Jardim Turim,Indaiatuba,SP,1,['Blue Ivy'],2,Edileusa,750.0,10.0,0.0,Não,Sim,2020-11-20,2025-11-19,0.0,,Sim,3,2020-11-01,Não,,Apartamento,Residencial,1022,803.0,75.0,0.0
864/1,"Casa No Heimtal, Rua Geraldo Felipe Faria 70 ",Denise Rodrigues,Heimtal,Londrina,PR,1,['Adão Santos'],1,Denise Rodrigues,4300.0,10.0,0.0,Não,Não,2023-05-22,2025-11-21,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,109,805.0,430.0,0.0
811/1,"Casa No Jardim Chapadão, Rua Reinaldo Laubenstein 580 ",Louis,Jardim Chapadão,Campinas,SP,1,['Adão Santos'],2,Louis,500.0,10.0,0.0,Não,Sim,2023-05-22,2025-11-21,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,109,805.0,50.0,0.0
812/1,"Casa No Jardim Chapadão, Rua Reinaldo Laubenstein 580 ",Louis,Jardim Chapadão,Campinas,SP,1,['Alexandre Santos'],3,Louis,1000.0,5.0,0.0,Não,Sim,2023-05-23,2025-11-22,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,108,806.0,50.0,0.0
817/1,"Casa No Jardim Chapadão, Rua Álvaro Antônio Zini 263  Apto 61 ",Mary Luci,Jardim Chapadão,Campinas,SP,1,['Shakira'],1,Mary Luci,1000.0,10.0,0.0,Não,Sim,2023-05-24,2025-11-23,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,107,807.0,100.0,0.0
818/1,"Apartamento No Cambuí, Rua José Guerneli 023 ",Mary Luci,Cambuí,Campinas,AC,1,['Alexandre Santos'],1,Mary Luci,1600.0,10.0,0.0,Não,Sim,2023-05-24,2025-11-23,0.0,,Sim,1,2023-05-01,Sim,,Apartamento,Residencial,107,807.0,160.0,0.0
816/1,"Casa No Centro, Rua Endereço 12 ",Proprietário Antonio,Centro,Londrina,PR,1,['Ademir Soares'],2,Proprietário Antonio,1000.0,5.0,0.0,Não,Não,2023-05-26,2025-11-25,,,Sim,1,2023-05-01,Sim,,Casa,Residencial,105,809.0,50.0,0.0
820/1,"Casa No Jardim Capuavinha, Rua Latif Pires Miguel Filho 16 ",Bruno Isaias N2,Jardim Capuavinha,Monte Mor,SP,1,['Fernando Eduardo'],2,Bruno Isaias N2,1000.0,10.0,,Não,Não,2023-05-29,2025-11-28,,,Sim,1,2023-05-01,Não,,Casa,Residencial,102,812.0,100.0,
842/1,"Casa No Parque Dos Cisnes, Rua João Manuel Da Silva 123 ",Mayane Costa,Parque Dos Cisnes,Campinas,SP,1,['Ademir Soares'],3,Mayane Costa,1500.0,0.0,0.0,Não,Sim,2023-05-30,2025-11-29,350000.0,,Sim,1,2023-05-01,Sim,,Casa,Residencial,101,813.0,0.0,0.0
821/1,"Apartamento No Jardim Ester, Rua Maria Estela 25  Apartamento 24 ",Jorge Estela,Jardim Ester ,São Paulo ,SP,1,['Nino'],1,Jorge Estela,1200.0,5.0,0.0,Não,Sim,2023-05-30,2025-11-29,,,Sim,1,2023-05-01,Sim,,Apartamento,Residencial,101,813.0,60.0,0.0
liga3000/1,"Casa No São José, Travessa Ligação 3000 ",Sara Josefa Kamilly Baptista,São José,Belford Roxo,RJ,1,['Tânia Stella Duarte'],1,Sara Josefa Kamilly Baptista,9000.0,10.0,0.0,Não,Sim,2023-06-01,2025-11-30,,,Sim,1,2023-06-01,Não,,Casa,Residencial,99,814.0,900.0,0.0
823/1,"Apartamento No Jardim Chapadão, Rua Reinaldo Laubenstein",Rodrigo,Jardim Chapadão,Campinas,SP,1,['Camila Bolws'],1,Rodrigo,2000.0,0.0,0.0,Não,Sim,2023-06-05,2025-12-04,0.0,,Sim,1,2023-06-01,Sim,,Apartamento,Residencial,95,818.0,0.0,0.0
826/1,"Casa No Jardim Ester, Rua Barão De Ataliba 560 ",Charles Wilson,Jardim Ester ,São Paulo ,SP,1,['Camila Bolws'],1,Charles Wilson,2000.0,0.0,0.0,Não,Sim,2023-06-09,2025-12-08,,,Sim,1,2023-06-01,Sim,,Casa,Residencial,91,822.0,0.0,0.0
829A/2,"Chácara No Botafogo, Rua Falcão Filho 35 ",Joana Dark,Botafogo,Campinas,SP,1,['Ademir Soares'],2,Joana Dark,14550.0,10.0,0.0,Não,Sim,2023-06-15,2025-12-14,0.0,,Sim,2,2023-06-01,Sim,,Chácara,Residencial,85,828.0,1455.0,0.0
588/4,"Apartamento No Parque Ortolândia, Avenida Santana 250  Apto 112 ",Yummi,Parque Ortolândia,Hortolândia,SP,1,['Adão Santos'],1,Yummi,1000.0,100.0,0.0,Sim,Sim,2023-06-22,2025-12-21,0.0,,Sim,4,2023-06-01,Sim,"[{'id_pessoa_pes': '388', 'st_fantasia_pes': 'Brunielen Gomes', 'st_email_pes': '', 'st_cnpj_pes': '44220079807', 'st_celular_pes': '19999349892', 'fl_naodomiciliado_pes': '0', 'is_gerente_con': '1'}]",Apartamento,Residencial,78,835.0,100.0,0.0
836/1,"Apartamento No Leme, Rua Gustavo Sampaio 142  102 ",Luis Antonio,Leme,Rio De Janeiro,RJ,1,['Adão Santos'],1,Luis Antonio,2000.0,6.0,,Não,Não,2023-06-30,2025-12-29,0.0,,Sim,1,2023-06-01,Não,,Apartamento,Residencial,70,843.0,120.0,
876/1,"Apartamento No Guaratiba, Rua Júlio José 657  Ap 202 ",Cristiano Silva,Guaratiba,Rio De Janeiro,RJ,1,['Adão Santos'],1,Cristiano Silva,2000.0,10.0,0.0,Não,Sim,2023-07-01,2025-12-31,,,Sim,1,2023-07-01,Não,,Apartamento,Residencial,69,845.0,200.0,0.0
874/1,"Casa No Jardim Paulistano, Avenida Treze De Maio 435 ",Anthony Cauê Da Rosa,Jardim Paulistano,Ribeirão Preto,SP,1,['Carla Alícia Ayla Rezende'],2,Anthony Cauê Da Rosa,2000.0,5.0,0.0,Não,Sim,2023-07-01,2025-12-31,850000.0,,Sim,1,2023-07-01,Não,,Casa,Residencial,69,845.0,100.0,0.0
98/4,"Cobertura No Planalto De Monteserra The, Rua São Camilo 15  228 ",Harry Styles,Planalto De Monteserra The,Parnaíba,PI,2,"['Harry Poter', 'Benedito Kauê Pinto']",1,Harry Styles,55000.0,10.0,0.0,Não,Não,2023-07-01,2025-12-31,0.0,,Sim,4,2023-07-01,Não,,Cobertura,Residencial,69,845.0,5500.0,0.0
870/1,"Casa No Jardim Ester, Rua José Guerneli 566 ",Charles Wilson,Jardim Ester ,São Paulo ,SP,1,['Ademir Soares'],2,Charles Wilson,2000.0,10.0,0.0,Não,Sim,2023-07-01,2025-12-31,,,Sim,1,2023-07-01,Não,,Casa,Residencial,69,845.0,200.0,0.0
liga201/1,"Casa No São José, Travessa Ligação 201 ",Thais,São José,Belford Roxo,RJ,1,['Black Alien'],2,Thais,17148.71,10.0,0.0,Não,Sim,2021-01-01,2025-12-31,0.0,,Sim,1,2021-11-01,Sim,,Casa,Residencial,980,845.0,1714.871,0.0
866/1,"Casa No Jardim Estoril, Rua Waldemar Cardoso Teixeira 113 ",Joana Dark,Jardim Estoril,Campinas,SP,1,['Adão Santos'],2,Joana Dark,20000.0,0.0,,Não,Não,2023-07-05,2026-01-04,,,Sim,1,2023-07-01,Não,,Casa,Residencial,65,849.0,0.0,
862/1,"Conjunto No Jardim Dos Oliveiras, Rua Tupã",Melzinha Dona Da Grana,Jardim Dos Oliveiras,Campinas,SP,1,['Alexandre Santos'],1,Melzinha Dona Da Grana,1000.0,0.0,0.0,Não,Sim,2023-07-05,2026-01-04,,,Sim,1,2023-07-01,Não,,Conjunto,Residencial,65,849.0,0.0,0.0
851/1,"Fazenda No Jardim Dos Oliveiras, Rua Tupã",Luis Antonio,Jardim Dos Oliveiras,Campinas,SP,1,['Adão Santos'],1,Luis Antonio,1500.0,0.0,0.0,Não,Sim,2023-07-11,2026-01-10,,,Sim,1,2023-07-01,Não,,Fazenda,Residencial,59,855.0,0.0,0.0
855/1,"Casa No Centro, Rua Santos 193 ",Rubia Tiemi,Centro,Londrina,PR,1,['Alfa 1'],2,Rubia Tiemi,1000.0,0.0,0.0,Não,Sim,2023-07-18,2026-01-17,,,Sim,1,2023-07-01,Não,,Casa,Residencial,52,862.0,0.0,0.0
860/1,"Flat No Jardim Dos Oliveiras, Rua Tupã 5411 ",Melzinha Dona Da Grana,Jardim Dos Oliveiras,Campinas,SP,1,['Alfa 1'],1,Melzinha Dona Da Grana,1000.0,10.0,0.0,Não,Sim,2023-07-19,2026-01-18,,,Sim,1,2023-07-01,Não,,Flat,Residencial,51,863.0,100.0,0.0
857/1,"Casa No Vila Real Continuação, Rua Elias Magiore 328 ",Letícia Veigas,Vila Real Continuação,Hortolândia,SP,1,['Alfa 1'],1,Letícia Veigas,500.0,10.0,500.0,Não,Sim,2023-07-20,2026-01-19,160000.0,,Sim,1,2023-07-01,Não,,Casa,Residencial,50,864.0,50.0,500.0
863/1,"Sobrado No Jardim Dos Oliveiras, Rua Tupã",Monkey D. Luffy,Jardim Dos Oliveiras,Campinas,SP,1,['Adão Santos'],1,Monkey D. Luffy,1000.0,0.0,0.0,Não,Sim,2023-07-21,2026-01-20,,,Sim,1,2023-07-01,Não,,Sobrado,Residencial,49,865.0,0.0,0.0
856/1,"Casa No Jardim Santo Antônio Ii, Rua Rio Sorocaba 10 ",Luis Antonio,Jardim Santo Antônio Ii,Campo Limpo Paulista,SP,1,['Diego Martins'],1,Luis Antonio,1000.0,10.0,0.0,Não,Sim,2023-07-21,2026-01-20,,,Sim,1,2023-07-01,Não,,Casa,Residencial,49,865.0,100.0,0.0
867/1,"Apartamento Triplex No Centro, Rua 2 526 ",Rihanna,Centro,Rio Claro,SP,1,['Azealia Bank'],1,Rihanna,2000.0,10.0,100.0,Não,Sim,2023-07-26,2026-01-25,100000000.0,,Sim,1,2023-07-01,Sim,,Apartamento triplex,Residencial,44,870.0,200.0,100.0
